host,boroughCount,boroughs
120111591,2,"Kensington_and_Chelsea, Tower_Hamlets"
123548209,2,"Kensington_and_Chelsea, Westminster"
1280532,2,"Kensington_and_Chelsea, Westminster"
59016636,2,"Kensington_and_Chelsea, Westminster"
49862883,2,"Kensington_and_Chelsea, Westminster"
12610235,2,"Kensington_and_Chelsea, Westminster"
16965290,2,"Kensington_and_Chelsea, Westminster"
68805718,2,"Kensington_and_Chelsea, Westminster"
132477415,2,"Kensington_and_Chelsea, Westminster"
40327,2,"Kensington_and_Chelsea, Hackney"
105497450,2,"Kensington_and_Chelsea, Westminster"
17837404,2,"Kensington_and_Chelsea, Westminster"
130822559,2,"Kensington_and_Chelsea, Westminster"
5848499,2,"Kensington_and_Chelsea, Hackney"
11334907,2,"Kensington_and_Chelsea, Westminster"
137527286,2,"Kensington_and_Chelsea, Westminster"
3500914,2,"Kensington_and_Chelsea, Camden"
19214346,2,"Kensington_and_Chelsea, Westminster"
14046094,2,"Kensington_and_Chelsea, Westminster"
57102231,2,"Kensington_and_Chelsea, Westminster"
114986362,2,"Kensington_and_Chelsea, Westminster"
135906294,2,"Kensington_and_Chelsea, Camden"
146594021,2,"Kensington_and_Chelsea, Westminster"
7016159,2,"Kensington_and_Chelsea, Westminster"
148189587,2,"Kensington_and_Chelsea, Westminster"
90425431,2,"Kensington_and_Chelsea, Tower_Hamlets"
57656932,2,"Kensington_and_Chelsea, Westminster"
96540976,2,"Kensington_and_Chelsea, Westminster"
2727728,2,"Kensington_and_Chelsea, Westminster"
89161798,2,"Kensington_and_Chelsea, Westminster"
148565514,2,"Kensington_and_Chelsea, Camden"
71098748,2,"Kensington_and_Chelsea, Westminster"
64256849,2,"Kensington_and_Chelsea, Camden"
30274187,2,"Kensington_and_Chelsea, Westminster"
122343179,2,"Kensington_and_Chelsea, Westminster"
9609350,2,"Kensington_and_Chelsea, Westminster"
159550383,2,"Kensington_and_Chelsea, Westminster"
162515915,2,"Kensington_and_Chelsea, Westminster"
155006070,2,"Kensington_and_Chelsea, Westminster"
151356443,2,"Kensington_and_Chelsea, Westminster"
11654201,2,"Kensington_and_Chelsea, Westminster"
71069250,2,"Kensington_and_Chelsea, Westminster"
15368760,2,"Kensington_and_Chelsea, Westminster"
51230835,2,"Kensington_and_Chelsea, Westminster"
41795401,2,"Kensington_and_Chelsea, Westminster"
177397805,2,"Kensington_and_Chelsea, Westminster"
177987796,2,"Kensington_and_Chelsea, Westminster"
125488269,2,"Kensington_and_Chelsea, Westminster"
55082093,2,"Kensington_and_Chelsea, Westminster"
33985517,2,"Kensington_and_Chelsea, Westminster"
168303556,2,"Kensington_and_Chelsea, Westminster"
87756018,2,"Kensington_and_Chelsea, Westminster"
15306472,2,"Kensington_and_Chelsea, Westminster"
30702548,2,"Kensington_and_Chelsea, Westminster"
36901754,2,"Kensington_and_Chelsea, Camden"
76090908,2,"Kensington_and_Chelsea, Camden"
169523585,2,"Kensington_and_Chelsea, Westminster"
146746229,2,"Kensington_and_Chelsea, Westminster"
132059835,2,"Kensington_and_Chelsea, Westminster"
25237433,2,"Kensington_and_Chelsea, Westminster"
196184311,2,"Kensington_and_Chelsea, Westminster"
89115610,2,"Kensington_and_Chelsea, Westminster"
197036940,2,"Kensington_and_Chelsea, Westminster"
4403489,2,"Kensington_and_Chelsea, Westminster"
194051465,2,"Kensington_and_Chelsea, Westminster"
5286456,2,"Kensington_and_Chelsea, Camden"
150557723,2,"Kensington_and_Chelsea, Westminster"
47006048,2,"Kensington_and_Chelsea, Westminster"
24391875,2,"Kensington_and_Chelsea, Westminster"
209492218,2,"Kensington_and_Chelsea, Westminster"
104778872,2,"Kensington_and_Chelsea, Westminster"
5317044,2,"Kensington_and_Chelsea, Westminster"
180112988,2,"Kensington_and_Chelsea, Westminster"
28640613,2,"Kensington_and_Chelsea, Westminster"
10022147,2,"Kensington_and_Chelsea, Westminster"
48149140,2,"Kensington_and_Chelsea, Westminster"
121237614,2,"Kensington_and_Chelsea, Camden"
215821791,2,"Kensington_and_Chelsea, Westminster"
174059234,2,"Kensington_and_Chelsea, Westminster"
159338103,2,"Kensington_and_Chelsea, Tower_Hamlets"
2569925,2,"Kensington_and_Chelsea, Westminster"
205911253,2,"Kensington_and_Chelsea, Westminster"
159068368,2,"Kensington_and_Chelsea, Westminster"
228655358,2,"Kensington_and_Chelsea, Westminster"
228958602,2,"Kensington_and_Chelsea, Westminster"
42991771,2,"Kensington_and_Chelsea, Camden"
19682112,2,"Kensington_and_Chelsea, Camden"
23843893,2,"Kensington_and_Chelsea, Westminster"
229223230,2,"Kensington_and_Chelsea, Westminster"
233698229,2,"Kensington_and_Chelsea, Westminster"
236990824,2,"Kensington_and_Chelsea, Westminster"
10982624,2,"Kensington_and_Chelsea, Westminster"
177334353,2,"Kensington_and_Chelsea, Westminster"
205352004,2,"Kensington_and_Chelsea, Westminster"
137168306,2,"Kensington_and_Chelsea, Westminster"
232786181,2,"Kensington_and_Chelsea, Tower_Hamlets"
186987059,2,"Kensington_and_Chelsea, Westminster"
144545805,2,"Kensington_and_Chelsea, Camden"
829888,2,"Kensington_and_Chelsea, Tower_Hamlets"
233629687,2,"Kensington_and_Chelsea, Westminster"
27436480,2,"Kensington_and_Chelsea, Westminster"
2213565,2,"Kensington_and_Chelsea, Westminster"
238953350,2,"Kensington_and_Chelsea, Westminster"
223974156,2,"Kensington_and_Chelsea, Westminster"
3636203,2,"Kensington_and_Chelsea, Westminster"
39751999,2,"Kensington_and_Chelsea, Tower_Hamlets"
4813934,2,"Kensington_and_Chelsea, Westminster"
249607517,2,"Kensington_and_Chelsea, Westminster"
130414492,2,"Kensington_and_Chelsea, Westminster"
136463206,2,"Kensington_and_Chelsea, Westminster"
44493170,2,"Kensington_and_Chelsea, Westminster"
34197258,2,"Kensington_and_Chelsea, Westminster"
3357385,2,"Kensington_and_Chelsea, Hackney"
174728282,2,"Kensington_and_Chelsea, Westminster"
222186005,2,"Kensington_and_Chelsea, Westminster"
131273629,2,"Kensington_and_Chelsea, Westminster"
135183031,2,"Kensington_and_Chelsea, Westminster"
197427399,2,"Kensington_and_Chelsea, Westminster"
249206042,2,"Kensington_and_Chelsea, Tower_Hamlets"
1356865,2,"Kensington_and_Chelsea, Westminster"
3350030,2,"Kensington_and_Chelsea, Westminster"
260354640,2,"Kensington_and_Chelsea, Westminster"
261072262,2,"Kensington_and_Chelsea, Westminster"
18253957,2,"Kensington_and_Chelsea, Westminster"
25631509,2,"Kensington_and_Chelsea, Westminster"
262406217,2,"Kensington_and_Chelsea, Westminster"
28305814,2,"Kensington_and_Chelsea, Westminster"
265654092,2,"Kensington_and_Chelsea, Westminster"
199762654,2,"Kensington_and_Chelsea, Westminster"
250284307,2,"Kensington_and_Chelsea, Westminster"
166973722,2,"Kensington_and_Chelsea, Westminster"
258196580,2,"Kensington_and_Chelsea, Hackney"
238903426,2,"Kensington_and_Chelsea, Westminster"
266980093,2,"Kensington_and_Chelsea, Westminster"
22327548,2,"Kensington_and_Chelsea, Camden"
265618876,2,"Kensington_and_Chelsea, Westminster"
262420012,2,"Kensington_and_Chelsea, Hackney"
194769,2,"Kensington_and_Chelsea, Westminster"
63620122,2,"Kensington_and_Chelsea, Westminster"
272736547,2,"Kensington_and_Chelsea, Westminster"
100028453,2,"Kensington_and_Chelsea, Westminster"
11843138,2,"Kensington_and_Chelsea, Tower_Hamlets"
272979356,2,"Kensington_and_Chelsea, Westminster"
64285200,2,"Kensington_and_Chelsea, Westminster"
272276723,2,"Kensington_and_Chelsea, Westminster"
22746552,2,"Kensington_and_Chelsea, Tower_Hamlets"
2635161,2,"Kensington_and_Chelsea, Westminster"
24577201,2,"Kensington_and_Chelsea, Westminster"
3172295,2,"Kensington_and_Chelsea, Westminster"
13250409,2,"Kensington_and_Chelsea, Tower_Hamlets"
40220344,2,"Kensington_and_Chelsea, Westminster"
29086855,2,"Kensington_and_Chelsea, Tower_Hamlets"
4280165,2,"Kensington_and_Chelsea, Westminster"
43149442,2,"Kensington_and_Chelsea, Westminster"
46538521,2,"Kensington_and_Chelsea, Westminster"
30201012,2,"Kensington_and_Chelsea, Hackney"
48226558,2,"Kensington_and_Chelsea, Westminster"
40670407,2,"Camden, Westminster"
3582986,2,"Camden, Westminster"
39932852,2,"Camden, Westminster"
57891037,2,"Camden, Westminster"
3681944,2,"Camden, Westminster"
49791467,2,"Camden, Westminster"
4822404,2,"Camden, Westminster"
59874333,2,"Camden, Westminster"
11959147,2,"Camden, Westminster"
25684652,2,"Camden, Westminster"
5656459,2,"Camden, Hackney"
36440500,2,"Camden, Westminster"
1578888,2,"Camden, Westminster"
67564,2,"Camden, Westminster"
46080686,2,"Camden, Westminster"
7701687,2,"Camden, Westminster"
38452566,2,"Camden, Westminster"
50227021,2,"Camden, Westminster"
7297965,2,"Camden, Westminster"
8382272,2,"Camden, Westminster"
19885306,2,"Camden, Westminster"
31408288,2,"Camden, Westminster"
45283200,2,"Camden, Westminster"
60647587,2,"Camden, Westminster"
17732120,2,"Camden, Westminster"
5436806,2,"Camden, Tower_Hamlets"
97962660,2,"Camden, Westminster"
102195444,2,"Camden, Westminster"
107143170,2,"Camden, Westminster"
105923378,2,"Camden, Westminster"
6881701,2,"Camden, Westminster"
2293201,2,"Camden, Westminster"
60042240,2,"Camden, Westminster"
30191909,2,"Camden, Westminster"
17074717,2,"Camden, Westminster"
116655390,2,"Camden, Westminster"
5844923,2,"Camden, Westminster"
2659502,2,"Camden, Westminster"
114011872,2,"Camden, Westminster"
116132183,2,"Camden, Westminster"
100625154,2,"Camden, Westminster"
124703671,2,"Camden, Westminster"
24638186,2,"Camden, Westminster"
10450966,2,"Camden, Westminster"
21029247,2,"Camden, Westminster"
47973652,2,"Camden, Westminster"
64777332,2,"Camden, Westminster"
9874271,2,"Camden, Westminster"
50846493,2,"Camden, Westminster"
127701523,2,"Camden, Westminster"
48315119,2,"Camden, Westminster"
137109848,2,"Camden, Hackney"
10119865,2,"Camden, Westminster"
45503257,2,"Camden, Westminster"
139084186,2,"Camden, Westminster"
14329664,2,"Camden, Tower_Hamlets"
114676251,2,"Camden, Westminster"
15307928,2,"Camden, Tower_Hamlets"
105518461,2,"Camden, Westminster"
2510617,2,"Camden, Westminster"
126728386,2,"Camden, Westminster"
116927148,2,"Camden, Westminster"
148515643,2,"Camden, Westminster"
131452419,2,"Camden, Westminster"
23944253,2,"Camden, Westminster"
154410258,2,"Camden, Westminster"
48975847,2,"Camden, Westminster"
155075872,2,"Camden, Westminster"
159127527,2,"Camden, Westminster"
159698577,2,"Camden, Westminster"
47878604,2,"Camden, Westminster"
129539884,2,"Camden, Westminster"
10370524,2,"Camden, Westminster"
3708703,2,"Camden, Westminster"
21989693,2,"Camden, Westminster"
117754786,2,"Camden, Tower_Hamlets"
34395206,2,"Camden, Westminster"
96307274,2,"Camden, Tower_Hamlets"
76369455,2,"Camden, Westminster"
30758006,2,"Camden, Westminster"
164771249,2,"Camden, Westminster"
6717859,2,"Camden, Westminster"
9946185,2,"Camden, Tower_Hamlets"
5897688,2,"Camden, Westminster"
2831566,2,"Camden, Westminster"
182033164,2,"Camden, Westminster"
146747578,2,"Camden, Tower_Hamlets"
199921927,2,"Camden, Westminster"
11532878,2,"Camden, Hackney"
7337548,2,"Camden, Westminster"
143786358,2,"Camden, Westminster"
14219038,2,"Camden, Westminster"
34509408,2,"Camden, Hackney"
210672763,2,"Camden, Westminster"
25708054,2,"Camden, Westminster"
60103501,2,"Camden, Westminster"
191859134,2,"Camden, Westminster"
34638735,2,"Camden, Westminster"
196769297,2,"Camden, Westminster"
120747970,2,"Camden, Hackney"
188935918,2,"Camden, Tower_Hamlets"
13999196,2,"Camden, Westminster"
222817156,2,"Camden, Westminster"
80367927,2,"Camden, Westminster"
28735954,2,"Camden, Westminster"
225544770,2,"Camden, Westminster"
61530305,2,"Camden, Westminster"
198236135,2,"Camden, Westminster"
26057805,2,"Camden, Westminster"
108000178,2,"Camden, Hackney"
80418784,2,"Camden, Westminster"
200101170,2,"Camden, Westminster"
13627321,2,"Camden, Tower_Hamlets"
231518560,2,"Camden, Westminster"
2672646,2,"Camden, Westminster"
234744723,2,"Camden, Westminster"
69437232,2,"Camden, Westminster"
7834939,2,"Camden, Westminster"
239461831,2,"Camden, Westminster"
230196324,2,"Camden, Westminster"
228516534,2,"Camden, Westminster"
172469889,2,"Camden, Westminster"
7202963,2,"Camden, Westminster"
49472260,2,"Camden, Westminster"
50608687,2,"Camden, Westminster"
220686460,2,"Camden, Westminster"
62895988,2,"Camden, Hackney"
251119540,2,"Camden, Westminster"
244756568,2,"Camden, Westminster"
19044636,2,"Camden, Westminster"
162065945,2,"Camden, Westminster"
127162043,2,"Camden, Westminster"
254514704,2,"Camden, Westminster"
74740436,2,"Camden, Westminster"
185196228,2,"Camden, Hackney"
23607933,2,"Camden, Westminster"
44212075,2,"Camden, Westminster"
202410028,2,"Camden, Westminster"
224607962,2,"Camden, Westminster"
227016685,2,"Camden, Westminster"
262434673,2,"Camden, Westminster"
56331439,2,"Camden, Westminster"
20821639,2,"Camden, Hackney"
180771480,2,"Camden, Westminster"
265550977,2,"Camden, Westminster"
8140171,2,"Camden, Westminster"
259531608,2,"Camden, Hackney"
13449383,2,"Camden, Westminster"
10562022,2,"Camden, Westminster"
255354922,2,"Camden, Westminster"
207718261,2,"Camden, Westminster"
150980675,2,"Camden, Westminster"
253512003,2,"Camden, Westminster"
29426040,2,"Camden, Westminster"
240564365,2,"Camden, Westminster"
23346804,2,"Camden, Westminster"
45612117,2,"Camden, Westminster"
255979155,2,"Camden, Westminster"
15311797,2,"Camden, Westminster"
56581866,2,"Camden, Westminster"
28313938,2,"Camden, Westminster"
265197963,2,"Camden, Westminster"
274167920,2,"Camden, Westminster"
267410862,2,"Camden, Westminster"
26205694,2,"Camden, Westminster"
2122456,2,"Camden, Tower_Hamlets"
34830815,2,"Camden, Hackney"
12661408,2,"Camden, Westminster"
5970915,2,"Camden, Westminster"
5595334,2,"Camden, Westminster"
2136473,2,"Camden, Hackney"
1488969,2,"Camden, Westminster"
5048474,2,"Camden, Westminster"
49547184,2,"Camden, Hackney"
857701,2,"Camden, Westminster"
2915155,2,"Hackney, Westminster"
5149131,2,"Hackney, Tower_Hamlets"
1224038,2,"Hackney, Tower_Hamlets"
12192300,2,"Hackney, Tower_Hamlets"
8830267,2,"Hackney, Tower_Hamlets"
56484140,2,"Hackney, Tower_Hamlets"
92754127,2,"Hackney, Tower_Hamlets"
96841924,2,"Hackney, Tower_Hamlets"
64507690,2,"Hackney, Tower_Hamlets"
55198055,2,"Hackney, Tower_Hamlets"
3765042,2,"Hackney, Tower_Hamlets"
182670,2,"Hackney, Tower_Hamlets"
27787137,2,"Hackney, Tower_Hamlets"
111291126,2,"Hackney, Tower_Hamlets"
1190865,2,"Hackney, Tower_Hamlets"
33282073,2,"Hackney, Tower_Hamlets"
117605590,2,"Hackney, Tower_Hamlets"
2878935,2,"Hackney, Tower_Hamlets"
51657387,2,"Hackney, Westminster"
48939773,2,"Hackney, Tower_Hamlets"
16421941,2,"Hackney, Tower_Hamlets"
136075754,2,"Hackney, Tower_Hamlets"
139320733,2,"Hackney, Tower_Hamlets"
2107017,2,"Hackney, Tower_Hamlets"
140982189,2,"Hackney, Tower_Hamlets"
33322161,2,"Hackney, Tower_Hamlets"
6775734,2,"Hackney, Tower_Hamlets"
40303198,2,"Hackney, Tower_Hamlets"
36520301,2,"Hackney, Westminster"
87343392,2,"Hackney, Tower_Hamlets"
35810606,2,"Hackney, Tower_Hamlets"
65358748,2,"Hackney, Tower_Hamlets"
3039411,2,"Hackney, Tower_Hamlets"
58143804,2,"Hackney, Tower_Hamlets"
15417396,2,"Hackney, Tower_Hamlets"
6308464,2,"Hackney, Tower_Hamlets"
38677674,2,"Hackney, Tower_Hamlets"
5628346,2,"Hackney, Tower_Hamlets"
19174934,2,"Hackney, Tower_Hamlets"
53490072,2,"Hackney, Tower_Hamlets"
31571754,2,"Hackney, Tower_Hamlets"
6466160,2,"Hackney, Tower_Hamlets"
3452114,2,"Hackney, Tower_Hamlets"
166069115,2,"Hackney, Westminster"
219648220,2,"Hackney, Tower_Hamlets"
28203501,2,"Hackney, Tower_Hamlets"
229872558,2,"Hackney, Tower_Hamlets"
2648278,2,"Hackney, Tower_Hamlets"
35376027,2,"Hackney, Tower_Hamlets"
787625,2,"Hackney, Tower_Hamlets"
235273250,2,"Hackney, Westminster"
183481539,2,"Hackney, Tower_Hamlets"
4749966,2,"Hackney, Tower_Hamlets"
31870202,2,"Hackney, Tower_Hamlets"
42153689,2,"Hackney, Westminster"
230608953,2,"Hackney, Tower_Hamlets"
13877898,2,"Hackney, Tower_Hamlets"
33321730,2,"Hackney, Tower_Hamlets"
71544324,2,"Hackney, Tower_Hamlets"
197027271,2,"Hackney, Tower_Hamlets"
54658864,2,"Hackney, Tower_Hamlets"
19849390,2,"Hackney, Tower_Hamlets"
247062728,2,"Hackney, Tower_Hamlets"
18652355,2,"Hackney, Tower_Hamlets"
4400083,2,"Hackney, Tower_Hamlets"
145529346,2,"Hackney, Tower_Hamlets"
12615131,2,"Hackney, Tower_Hamlets"
221541352,2,"Hackney, Tower_Hamlets"
132016054,2,"Hackney, Tower_Hamlets"
2853267,2,"Hackney, Tower_Hamlets"
20886542,2,"Hackney, Tower_Hamlets"
22909514,2,"Hackney, Tower_Hamlets"
499662,2,"Hackney, Tower_Hamlets"
859316,2,"Hackney, Tower_Hamlets"
1751920,2,"Hackney, Tower_Hamlets"
6614842,2,"Hackney, Tower_Hamlets"
5253264,2,"Hackney, Tower_Hamlets"
1365824,2,"Tower_Hamlets, Westminster"
42317502,2,"Tower_Hamlets, Westminster"
133271,2,"Tower_Hamlets, Westminster"
37434837,2,"Tower_Hamlets, Westminster"
118019577,2,"Tower_Hamlets, Westminster"
23331856,2,"Tower_Hamlets, Westminster"
112185686,2,"Tower_Hamlets, Westminster"
172727751,2,"Tower_Hamlets, Westminster"
155863079,2,"Tower_Hamlets, Westminster"
143713552,2,"Tower_Hamlets, Westminster"
1399484,2,"Tower_Hamlets, Westminster"
43452300,2,"Tower_Hamlets, Westminster"
12616268,2,"Tower_Hamlets, Westminster"
51017136,2,"Tower_Hamlets, Westminster"
194230296,2,"Tower_Hamlets, Westminster"
257383261,2,"Tower_Hamlets, Westminster"
39596116,2,"Tower_Hamlets, Westminster"
85856060,2,"Tower_Hamlets, Westminster"
174531717,2,"Tower_Hamlets, Westminster"
271865724,2,"Tower_Hamlets, Westminster"
260208539,2,"Tower_Hamlets, Westminster"
264942350,2,"Tower_Hamlets, Westminster"
9382234,2,"Tower_Hamlets, Westminster"
