listing,listingName,borough,airbnbScore,housingScore,latitude,longitude,price,reviews
1352264,Spacious Studio flat in Central London,Southwark,0.4141162869279948,0.6744046577955469,51.49778,-0.07286,76.0,1.24
13539166,Beautiful courtyard flat,Southwark,0.4141162869279948,0.6744046577955469,51.45911,-0.06978,70.0,1.15
13545597,Two bedroom house in Peckham Rye,Southwark,0.4141162869279948,0.6744046577955469,51.46556,-0.06201,100.0,0.35
13550893,Lovely cottage in south east London,Southwark,0.4141162869279948,0.6744046577955469,51.45547,-0.05025,70.0,0.03
13582171,Luxury Victorian Home Close to London City Centre,Southwark,0.4141162869279948,0.6744046577955469,51.47948,-0.08682,120.0,1.01
13614242,Up to 20% off! 5 Bedroom Family Home in Dulwich,Southwark,0.4141162869279948,0.6744046577955469,51.45214,-0.07743,340.0,0.0
13622773,Breathtaking London Views from an Iconic Building,Southwark,0.4141162869279948,0.6744046577955469,51.49238,-0.0988,109.0,5.77
13644216,Quiet Apartment near Vibrant Peckham,Southwark,0.4141162869279948,0.6744046577955469,51.47121,-0.08077,93.0,0.27
13645913,"Stunning one bedroom apartment, Central London",Southwark,0.4141162869279948,0.6744046577955469,51.50026,-0.09908,139.0,0.23
1366442,new flat best view New Year firewor,Southwark,0.4141162869279948,0.6744046577955469,51.49888,-0.04629,99.0,0.43
13671064,Welcoming Family Home in leafy Dulwich sleeps 4-6,Southwark,0.4141162869279948,0.6744046577955469,51.45188,-0.07707,120.0,0.14
13673544,"Gorgeous flat in Central London, zone 1!",Southwark,0.4141162869279948,0.6744046577955469,51.49757,-0.09503,90.0,0.3
1369315,LONDON EYE VIEWS,Southwark,0.4141162869279948,0.6744046577955469,51.50124,-0.10033,130.0,1.53
1369502,Spacious 2BD with Parking included,Southwark,0.4141162869279948,0.6744046577955469,51.50204,-0.07499,89.0,0.04
13706061,"Fabulous Flat, Great Living Room Facing Garden",Southwark,0.4141162869279948,0.6744046577955469,51.46656,-0.08419,81.0,0.32
13709842,Lovely flat close to London Bridge,Southwark,0.4141162869279948,0.6744046577955469,51.49413,-0.06506,75.0,0.0
13711723,Fantastic flat centrally located in zone 1/2,Southwark,0.4141162869279948,0.6744046577955469,51.49183,-0.09348,95.0,0.0
13724380,Central London flat by Tate Modern with Wifi,Southwark,0.4141162869279948,0.6744046577955469,51.49851,-0.10254,90.0,1.45
13726253,Stunning Dockside Town House,Southwark,0.4141162869279948,0.6744046577955469,51.49459,-0.0422,295.0,0.06
13737095,Beautiful modern 3 bed house,Southwark,0.4141162869279948,0.6744046577955469,51.46931,-0.05904,100.0,0.16
13755887,4 bedroom family south london home in trendy area,Southwark,0.4141162869279948,0.6744046577955469,51.47154,-0.07549,220.0,0.08
13764436,Gorgeous and calm two floor victorian apartment.,Southwark,0.4141162869279948,0.6744046577955469,51.45257,-0.07956,90.0,0.28
13775404,London Dream,Southwark,0.4141162869279948,0.6744046577955469,51.49731,-0.08266,69.0,0.08
1381631,Entire apartment in Peckham,Southwark,0.4141162869279948,0.6744046577955469,51.47632,-0.07401,69.0,0.14
13825068,Cosy 1 Bedroom Flat with Garden in Kennington/Oval,Southwark,0.4141162869279948,0.6744046577955469,51.48348,-0.10412,50.0,0.37
13826342,"Lovely flat, excellent location, sleeps 4",Southwark,0.4141162869279948,0.6744046577955469,51.48634,-0.10444,50.0,0.07
13827645,"2 Bedroom Flat, Zone 2, SE",Southwark,0.4141162869279948,0.6744046577955469,51.48139,-0.09756,69.0,0.08
13839213,Georgian Apartment by the Southbank,Southwark,0.4141162869279948,0.6744046577955469,51.50388,-0.10578,99.0,0.89
13844050,Lovely Victorian townhouse in East Dulwich,Southwark,0.4141162869279948,0.6744046577955469,51.45873,-0.06904,220.0,0.28
13890498,ONE BED FLAT IN Trendy EAST DULWICH Avail for RENT,Southwark,0.4141162869279948,0.6744046577955469,51.45867,-0.07456,100.0,0.0
13917981,Quiet garden flat in trendy! Peckham,Southwark,0.4141162869279948,0.6744046577955469,51.46447,-0.05944,90.0,0.54
13918471,Bright artists retreat,Southwark,0.4141162869279948,0.6744046577955469,51.46836,-0.06261,59.0,0.28
13920577,Spacious flat in Peckham,Southwark,0.4141162869279948,0.6744046577955469,51.47058,-0.06278,65.0,0.03
13941375,13th vew,Southwark,0.4141162869279948,0.6744046577955469,51.47669,-0.09838,71.0,0.0
13947707,5* facilities next to Tower Bridge and the River.,Southwark,0.4141162869279948,0.6744046577955469,51.50328,-0.07576,250.0,0.03
13950872,"VERY Clean,bright and spacious flat!",Southwark,0.4141162869279948,0.6744046577955469,51.46089,-0.08093,69.0,0.92
13953349,Light filled luxury - 3 bed Victorian House,Southwark,0.4141162869279948,0.6744046577955469,51.44957,-0.07076,350.0,0.2
13954081,Cosy 1BD Apartment near Surrey Quays,Southwark,0.4141162869279948,0.6744046577955469,51.50167,-0.03712,68.0,0.44
13977000,2 bedrooms / 2 bathrooms+Terrace / Borough Market,Southwark,0.4141162869279948,0.6744046577955469,51.50558,-0.08898,145.0,0.48
13990828,Stunning 2 bedroom penthouse near the Shard,Southwark,0.4141162869279948,0.6744046577955469,51.50101,-0.08827,209.0,0.99
14033758,3 Bed Flat in E.Dulwich (Long-term let only),Southwark,0.4141162869279948,0.6744046577955469,51.46256,-0.07825,85.0,0.0
14069730,1bd flat - Zone 2 with roof terrace,Southwark,0.4141162869279948,0.6744046577955469,51.48442,-0.05437,79.0,0.49
14082190,"Newly renovated period house Nunhead, London",Southwark,0.4141162869279948,0.6744046577955469,51.46184,-0.04643,130.0,0.15
14082520,"Great flat close to stations, zone 2 SE London :)",Southwark,0.4141162869279948,0.6744046577955469,51.49123,-0.04838,88.0,0.62
14098820,Beautiful London Bridge Apartment by the River,Southwark,0.4141162869279948,0.6744046577955469,51.50397,-0.08013,155.0,0.86
14114396,Spacious Central London 2 Bed Flat & Roof Terrace,Southwark,0.4141162869279948,0.6744046577955469,51.4965,-0.10926,350.0,0.0
14114658,"Spacious one-bedroom flat in Peckham, London",Southwark,0.4141162869279948,0.6744046577955469,51.47693,-0.05464,48.0,0.08
14174254,Luxury 2 Bedroom Apartment in Canada Water - 2158,Southwark,0.4141162869279948,0.6744046577955469,51.49937,-0.04824,180.0,0.25
14184650,Modern comfort and affordable flat in Zone 1,Southwark,0.4141162869279948,0.6744046577955469,51.50109,-0.08181,115.0,2.78
14190908,Lovely double bedroom flat near London Bridge,Southwark,0.4141162869279948,0.6744046577955469,51.48803,-0.07267,120.0,0.17
14195432,Whole flat for New Year 20 mins to central London!,Southwark,0.4141162869279948,0.6744046577955469,51.49965,-0.05879,100.0,0.14
